1,0,24.1,26.0
Ångström bar experiment:
Date: 28-9-2024
Start time: 13:37:50
Time   ,Heater status  ,Temp P   ,Temp Q   
1926,1,27.5,29.7
1931,1,27.5,29.8
1936,1,27.5,29.8
1941,0,27.5,30.0
1946,0,27.5,30.1
1951,0,27.5,30.1
1956,0,27.6,30.2
1961,0,27.6,30.4
1966,0,27.6,30.3
1971,0,27.6,30.4
1976,0,27.6,30.4
1981,0,27.6,30.6
1986,0,27.6,30.6
1991,0,27.7,30.6
1996,0,27.7,30.8
2001,0,27.8,30.7
2006,0,27.7,30.8
2011,0,27.8,30.8
2016,0,27.8,30.8
2021,0,27.8,30.8
2026,0,27.8,30.8
2031,0,27.8,30.8
2036,0,27.9,30.8
2041,0,28.0,30.7
2046,0,27.9,30.7
2051,0,28.0,30.8
2056,0,27.9,30.8
2061,0,28.0,30.6
2066,0,28.0,30.6
2071,0,28.0,30.4
2076,0,28.1,30.4
2081,1,28.1,30.2
2086,1,28.0,30.3
2091,1,28.0,30.1
2096,1,28.0,30.1
2101,1,28.0,30.1
2106,1,28.0,29.8
2111,1,28.0,29.8
2116,1,27.9,29.8
2121,1,27.9,29.6
2126,1,27.8,29.6
2131,1,27.9,29.5
2136,1,27.8,29.6
2141,1,27.8,29.5
2146,1,27.8,29.3
2151,1,27.7,29.5
2156,1,27.7,29.3
2161,1,27.7,29.5
2166,1,27.6,29.3
2171,1,27.6,29.3
2176,1,27.6,29.5
2181,1,27.5,29.3
2186,1,27.6,29.4
2191,1,27.6,29.6
2196,1,27.5,29.5
2201,1,27.6,29.6
2206,1,27.5,29.6
2211,1,27.6,29.6
2216,1,27.6,29.8
2221,1,27.5,29.8
2226,1,27.5,29.9
2231,1,27.5,29.9
2236,1,27.6,30.0
2241,0,27.5,30.1
2246,0,27.5,30.2
2251,0,27.6,30.3
2256,0,27.6,30.2
2261,0,27.6,30.4
2266,0,27.7,30.4
2271,0,27.6,30.6
2276,0,27.6,30.7
2281,0,27.6,30.6
2286,0,27.8,30.8
2291,0,27.8,30.8
2296,0,27.9,30.8
2301,0,27.8,31.0
2306,0,27.8,30.8
2311,0,28.0,30.8
2316,0,27.8,30.9
2321,0,27.9,31.0
2326,0,28.0,30.8
2331,0,28.0,30.8
2336,0,28.0,30.9
2341,0,28.0,30.8
2346,0,28.0,30.8
2351,0,28.0,30.7
2356,0,28.1,30.7
2361,0,28.0,30.7
2366,0,28.0,30.6
2371,0,28.0,30.4
2376,0,28.1,30.4
2381,1,28.1,30.4
2386,1,28.0,30.3
2391,1,28.0,30.3
2396,1,28.1,30.1
2401,1,28.0,30.1
2406,1,28.0,29.8
2411,1,28.0,30.0
2416,1,27.9,29.8
2421,1,28.0,29.6
2426,1,27.9,29.5
2431,1,27.8,29.6
2436,1,27.8,29.5
2441,1,27.8,29.5
2446,1,27.8,29.5
2451,1,27.8,29.3
2456,1,27.8,29.5
2461,1,27.6,29.4
2466,1,27.7,29.5
2471,1,27.8,29.4
2476,1,27.7,29.4
2481,1,27.6,29.5
2486,1,27.6,29.6
2491,1,27.6,29.6
2496,1,27.6,29.6
2501,1,27.6,29.7
2506,1,27.6,29.8
2511,1,27.6,29.7
2516,1,27.6,29.9
2521,1,27.6,30.1
2526,1,27.6,30.1
2531,1,27.6,30.1
2536,0,27.6,30.2
2541,0,27.6,30.2
2546,0,27.6,30.3
2551,0,27.6,30.5
2556,0,27.6,30.5
2561,0,27.6,30.5
2566,0,27.6,30.6
2571,0,27.8,30.7
2576,0,27.8,30.8
2581,0,27.7,30.8
2586,0,27.8,30.8
2591,0,27.8,30.8
2596,0,27.9,30.9
2601,0,28.0,31.1
2606,0,28.0,31.0
2611,0,28.0,31.0
2616,0,28.0,31.0
2621,0,28.1,31.1
2626,0,28.0,31.0
2631,0,28.1,31.0
2636,0,28.1,31.0
2641,0,28.1,30.8
2646,0,28.1,30.9
2651,0,28.1,30.6
2656,0,28.1,30.8
2661,0,28.2,30.7
2666,0,28.1,30.7
2671,0,28.1,30.5
2676,1,28.1,30.4
2681,1,28.1,30.3
2686,1,28.1,30.2
2691,1,28.1,30.3
